year_month,month_of_release,passenger_type,direction,citizenship,visa,country_of_residence,estimate,standard_error,status,_id
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Croatia,7,0,Provisional,28390
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Cuba,1,0,Provisional,28391
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",82,0,Provisional,28392
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Denmark,11,0,Provisional,28393
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Ecuador,30,0,Provisional,28394
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Egypt,17,0,Provisional,28395
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,El Salvador,1,0,Provisional,28396
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Estonia,4,0,Provisional,28397
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Ethiopia,8,0,Provisional,28398
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Europe,2270.136,0.304999376,Provisional,28399
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Fiji,189,0,Provisional,28400
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Finland,12,0,Provisional,28401
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Former Yugoslav Republic of Macedonia (FYROM),6,0,Provisional,28402
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,France,177.064,0.20693412,Provisional,28403
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,French Polynesia,10,0,Provisional,28404
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Gaza Strip/Palestine/West Bank,1,0,Provisional,28405
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Germany,173,0,Provisional,28406
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Greece,2,0,Provisional,28407
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Grenada,1,0,Provisional,28408
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Guam,1,0,Provisional,28409
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Guatemala,2,0,Provisional,28410
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Guyana,1,0,Provisional,28411
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Hong Kong (Special Administrative Region),71,0,Provisional,28412
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Hungary,3,0,Provisional,28413
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Iceland,1,0,Provisional,28414
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,India,949,0,Provisional,28415
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Indonesia,68,0,Provisional,28416
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Iran,21,0,Provisional,28417
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Ireland,62,0,Provisional,28418
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Israel,12,0,Provisional,28419
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Italy,36,0,Provisional,28420
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Japan,99.062,0.158831836,Provisional,28421
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Jordan,5,0,Provisional,28422
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Kazakhstan,7,0,Provisional,28423
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Kenya,13,0,Provisional,28424
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Kiribati,16,0,Provisional,28425
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,"Korea, Republic of",203,0,Provisional,28426
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Kuwait,18,0,Provisional,28427
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Laos,6,0,Provisional,28428
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Lebanon,36,0,Provisional,28429
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Libya,1,0,Provisional,28430
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Lithuania,9,0,Provisional,28431
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Macau (Special Administrative Region),2,0,Provisional,28432
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Madagascar,1,0,Provisional,28433
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Malawi,3,0,Provisional,28434
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Malaysia,141,0,Provisional,28435
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Malta,1,0,Provisional,28436
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Marshall Islands,2,0,Provisional,28437
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Mexico,15,0,Provisional,28438
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Mongolia,1,0,Provisional,28439
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Morocco,1,0,Provisional,28440
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Myanmar,10,0,Provisional,28441
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Namibia,1,0,Provisional,28442
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Nepal,55,0,Provisional,28443
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Netherlands,72,0,Provisional,28444
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,New Caledonia,16,0,Provisional,28445
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,New Zealand,9,0,Provisional,28446
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Nigeria,8,0,Provisional,28447
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Niue,5,0,Provisional,28448
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Norway,4,0,Provisional,28449
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Not Stated,1087,0,Provisional,28450
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Oceania and Antarctica,2641.03,0.117010621,Provisional,28451
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Oman,8,0,Provisional,28452
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Pakistan,58,0,Provisional,28453
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Panama,4,0,Provisional,28454
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Papua New Guinea,1,0,Provisional,28455
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Peru,11,0,Provisional,28456
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Philippines,619,0,Provisional,28457
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Poland,8,0,Provisional,28458
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Portugal,1,0,Provisional,28459
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Qatar,58,0,Provisional,28460
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Romania,6,0,Provisional,28461
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Russia,70,0,Provisional,28462
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Samoa,190,0,Provisional,28463
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,"Samoa, American",5,0,Provisional,28464
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Saudi Arabia,76,0,Provisional,28465
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Serbia,12,0,Provisional,28466
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Seychelles,4,0,Provisional,28467
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Singapore,104,0,Provisional,28468
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Slovakia,2,0,Provisional,28469
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Slovenia,2,0,Provisional,28470
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Solomon Islands,2,0,Provisional,28471
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Somalia,5,0,Provisional,28472
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,South Africa,531,0,Provisional,28473
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Spain,26,0,Provisional,28474
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Sri Lanka,117,0,Provisional,28475
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Sudan,1,0,Provisional,28476
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Suriname,1,0,Provisional,28477
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,"Swaziland (to Sep 2018), Eswatini (from Oct 2018)",1,0,Provisional,28478
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Sweden,28,0,Provisional,28479
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Switzerland,42,0,Provisional,28480
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Taiwan,59,0,Provisional,28481
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Tajikistan,1,0,Provisional,28482
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Tanzania,1,0,Provisional,28483
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Thailand,120,0,Provisional,28484
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,The Americas,1064.116,0.253743218,Provisional,28485
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Timor-Leste,1,0,Provisional,28486
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Tokelau,1,0,Provisional,28487
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Tonga,120,0,Provisional,28488
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,TOTAL,11962.288,0.701828885,Provisional,28489
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Tunisia,1,0,Provisional,28490
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Turkey,12,0,Provisional,28491
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Tuvalu,4,0,Provisional,28492
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Ukraine,14,0,Provisional,28493
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,United Arab Emirates,97,0,Provisional,28494
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,United Kingdom,1337.072,0.173176166,Provisional,28495
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,United States of America,403.03,0.084494897,Provisional,28496
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Uruguay,19,0,Provisional,28497
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Vanuatu,3,0,Provisional,28498
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Viet Nam,108,0,Provisional,28499
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Zambia,4,0,Provisional,28500
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Zimbabwe,9,0,Provisional,28501
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Afghanistan,5,0,Provisional,28502
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Africa and the Middle East,730.648,1.422535616,Provisional,28503
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Albania,2,0,Provisional,28504
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Algeria,2,0,Provisional,28505
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Angola,1,0,Provisional,28506
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Antarctica,1,0,Provisional,28507
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Argentina,79.82,0.763594115,Provisional,28508
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Asia,3774.336,7.828920743,Provisional,28509
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Australia,2165.988,7.387587605,Provisional,28510
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Austria,11.278,0.414641563,Provisional,28511
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Bahrain,4,0,Provisional,28512
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Bangladesh,22.73,0.468252545,Provisional,28513
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Belarus,2,0,Provisional,28514
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Belgium,19.5,0.518246562,Provisional,28515
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Bermuda,2,0,Provisional,28516
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Bolivia,5,0,Provisional,28517
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Botswana,2,0,Provisional,28518
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Brazil,155.574,0.622175873,Provisional,28519
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Brunei Darussalam,3,0,Provisional,28520
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Bulgaria,1,0,Provisional,28521
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Burundi,1,0,Provisional,28522
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Cambodia,13,0,Provisional,28523
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Canada,223.578,1.548275211,Provisional,28524
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Cayman Islands,3,0,Provisional,28525
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Chile,60.24,0.440313186,Provisional,28526
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,"China, People's Republic of",950.396,4.38437358,Provisional,28527
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Colombia,32,0,Provisional,28528
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,"Congo, the Democratic Republic of the",1,0,Provisional,28529
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Cook Islands,21.742,0.471999861,Provisional,28530
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Costa Rica,1,0,Provisional,28531
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Croatia,6.112,0.277433104,Provisional,28532
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Cyprus,4,0,Provisional,28533
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",96.664,1.142403554,Provisional,28534
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Denmark,14.176,0.343378015,Provisional,28535
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Ecuador,5,0,Provisional,28536
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Egypt,5,0,Provisional,28537
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Estonia,0.092,0.261375848,Provisional,28538
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Ethiopia,8,0,Provisional,28539
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Europe,2449.172,7.319770651,Provisional,28540
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Fiji,202.274,1.59084343,Provisional,28541
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Finland,15.118,0.296895422,Provisional,28542
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Former Yugoslav Republic of Macedonia (FYROM),6,0,Provisional,28543
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,France,208.276,2.857671916,Provisional,28544
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,French Polynesia,15.056,0.216232487,Provisional,28545
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Georgia,1,0,Provisional,28546
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Germany,195.602,1.610510755,Provisional,28547
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Ghana,3,0,Provisional,28548
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Greece,3,0,Provisional,28549
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Guatemala,1,0,Provisional,28550
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Guinea,1,0,Provisional,28551
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Honduras,2,0,Provisional,28552
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Hong Kong (Special Administrative Region),99.74,0.923479248,Provisional,28553
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Hungary,13.118,0.168422705,Provisional,28554
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,Iceland,4,0,Provisional,28555
2017-11,2019-01,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1040.42,1.960021958,Provisional,28556
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Afghanistan,2,0,Provisional,28557
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Africa and the Middle East,61,0,Provisional,28558
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Antigua and Barbuda,1,0,Provisional,28559
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Asia,192,0,Provisional,28560
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Australia,1770,0,Provisional,28561
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Austria,5,0,Provisional,28562
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Bahrain,1,0,Provisional,28563
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Bangladesh,1,0,Provisional,28564
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Belgium,2,0,Provisional,28565
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Bermuda,5,0,Provisional,28566
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Bosnia and Herzegovina,2,0,Provisional,28567
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Brazil,7,0,Provisional,28568
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Brunei Darussalam,2,0,Provisional,28569
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Cambodia,3,0,Provisional,28570
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Canada,98,0,Provisional,28571
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Cayman Islands,5,0,Provisional,28572
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Chile,1,0,Provisional,28573
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,"China, People's Republic of",33,0,Provisional,28574
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Cook Islands,26,0,Provisional,28575
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Croatia,2,0,Provisional,28576
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",1,0,Provisional,28577
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Denmark,5,0,Provisional,28578
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Europe,692,0,Provisional,28579
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Fiji,18,0,Provisional,28580
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Finland,1,0,Provisional,28581
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,France,37,0,Provisional,28582
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,French Polynesia,1,0,Provisional,28583
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Gaza Strip/Palestine/West Bank,1,0,Provisional,28584
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Germany,14,0,Provisional,28585
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Greece,1,0,Provisional,28586
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Grenada,1,0,Provisional,28587
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Guatemala,2,0,Provisional,28588
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Hong Kong (Special Administrative Region),18,0,Provisional,28589
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Hungary,3,0,Provisional,28590
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,India,7,0,Provisional,28591
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Indonesia,15,0,Provisional,28592
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Ireland,9,0,Provisional,28593
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Israel,2,0,Provisional,28594
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Italy,6,0,Provisional,28595
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Japan,19,0,Provisional,28596
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Kenya,1,0,Provisional,28597
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Kiribati,1,0,Provisional,28598
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,"Korea, Republic of",12,0,Provisional,28599
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Malawi,3,0,Provisional,28600
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Malaysia,15,0,Provisional,28601
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Malta,1,0,Provisional,28602
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Marshall Islands,2,0,Provisional,28603
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Mexico,1,0,Provisional,28604
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Morocco,1,0,Provisional,28605
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Myanmar,6,0,Provisional,28606
2017-10,2019-01,Long-term migrant,Arrivals,TOTAL,NZ and Australian citizens,Nepal,1,0,Provisional,28607
